Illumination from Kinect Camera
DateTime,Illumination
10/10/18 22:51:49.191,93.8664
10/10/18 22:51:49.224,93.8761
10/10/18 22:51:49.298,93.9219
10/10/18 22:51:49.324,94.3394
10/10/18 22:51:49.353,93.91285
10/10/18 22:51:49.389,94.36105
10/10/18 22:51:49.424,94.3802
10/10/18 22:51:49.454,94.16505
10/10/18 22:51:49.489,94.35465
10/10/18 22:51:49.521,93.78655
10/10/18 22:51:49.553,94.076
10/10/18 22:51:49.587,93.9532
10/10/18 22:51:49.622,93.9901
10/10/18 22:51:49.657,93.39375
10/10/18 22:51:49.690,93.42315
10/10/18 22:51:49.721,93.3876
10/10/18 22:51:49.754,93.2865
10/10/18 22:51:49.788,93.6794
10/10/18 22:51:49.823,93.17005
10/10/18 22:51:49.855,93.65815
10/10/18 22:51:49.888,93.67015
10/10/18 22:51:49.921,93.03665
10/10/18 22:51:49.953,93.49655
10/10/18 22:51:49.988,93.3992
10/10/18 22:51:50.020,93.39105
10/10/18 22:51:50.054,92.91985
10/10/18 22:51:50.087,93.35455
10/10/18 22:51:50.120,93.3572
10/10/18 22:51:50.151,93.4063
10/10/18 22:51:50.188,93.93035
10/10/18 22:51:50.222,93.53835
10/10/18 22:51:50.257,93.6776
10/10/18 22:51:50.292,93.35105
10/10/18 22:51:50.327,93.55205
10/10/18 22:51:50.355,93.0982
10/10/18 22:51:50.392,93.5978
10/10/18 22:51:50.419,93.7521
10/10/18 22:51:50.459,93.177
10/10/18 22:51:50.490,93.22885
10/10/18 22:51:50.525,93.20545
10/10/18 22:51:50.556,93.54225
10/10/18 22:51:50.590,93.49355
10/10/18 22:51:50.621,93.36835
10/10/18 22:51:50.655,93.62245
10/10/18 22:51:50.689,94.6325
10/10/18 22:51:50.725,94.40985
10/10/18 22:51:50.753,93.42065
10/10/18 22:51:50.788,92.56375
10/10/18 22:51:50.823,92.8305
10/10/18 22:51:50.856,93.20315
10/10/18 22:51:50.889,93.171
10/10/18 22:51:50.923,93.1823
10/10/18 22:51:50.956,92.8075
10/10/18 22:51:50.993,92.9316
10/10/18 22:51:51.019,93.06665
10/10/18 22:51:51.052,93.21775
10/10/18 22:51:51.090,93.3836
10/10/18 22:51:51.124,93.01195
10/10/18 22:51:51.155,92.28265
10/10/18 22:51:51.188,92.2988
10/10/18 22:51:51.222,92.28375
10/10/18 22:51:51.256,92.20255
10/10/18 22:51:51.288,92.0025
10/10/18 22:51:51.322,92.94415
10/10/18 22:51:51.354,93.29085
10/10/18 22:51:51.388,92.67585
10/10/18 22:51:51.422,92.5736
10/10/18 22:51:51.453,92.8383
10/10/18 22:51:51.487,92.18385
10/10/18 22:51:51.522,92.5953
10/10/18 22:51:51.557,91.9888
10/10/18 22:51:51.589,92.3141
10/10/18 22:51:51.623,92.69475
10/10/18 22:51:51.657,92.1503
10/10/18 22:51:51.689,92.38725
10/10/18 22:51:51.727,92.3621
10/10/18 22:51:51.761,93.6782
10/10/18 22:51:51.792,92.79295
10/10/18 22:51:51.821,92.2771
10/10/18 22:51:51.855,92.3794
10/10/18 22:51:51.888,92.309
10/10/18 22:51:51.920,92.38595
10/10/18 22:51:51.954,92.60105
10/10/18 22:51:51.987,92.67785
10/10/18 22:51:52.021,92.2991
10/10/18 22:51:52.053,92.431
10/10/18 22:51:52.089,92.0444
10/10/18 22:51:52.177,92.45535
10/10/18 22:51:52.194,92.8291
10/10/18 22:51:52.221,93.2059
10/10/18 22:51:52.255,92.74595
10/10/18 22:51:52.286,93.04345
10/10/18 22:51:52.319,92.8053
10/10/18 22:51:52.352,92.41345
10/10/18 22:51:52.390,92.2133
10/10/18 22:51:52.420,92.45625
10/10/18 22:51:52.453,92.2804
10/10/18 22:51:52.487,91.6755
10/10/18 22:51:52.519,92.01225
10/10/18 22:51:52.553,92.1201
10/10/18 22:51:52.587,92.40515
10/10/18 22:51:52.619,92.50495
10/10/18 22:51:52.658,93.0057
10/10/18 22:51:52.687,92.5923
10/10/18 22:51:52.719,92.6651
10/10/18 22:51:52.753,92.27575
10/10/18 22:51:52.788,92.82715
10/10/18 22:51:52.820,92.9855
10/10/18 22:51:52.852,92.5084
10/10/18 22:51:52.889,92.5579
10/10/18 22:51:52.919,92.7926
10/10/18 22:51:52.953,92.79315
10/10/18 22:51:52.987,92.88855
10/10/18 22:51:53.025,92.8315
10/10/18 22:51:53.083,92.9126
10/10/18 22:51:53.096,92.8471
10/10/18 22:51:53.123,92.78845
10/10/18 22:51:53.152,92.78035
10/10/18 22:51:53.187,92.88725
10/10/18 22:51:53.221,92.8481
10/10/18 22:51:53.256,92.77515
10/10/18 22:51:53.287,92.794
10/10/18 22:51:53.320,93.3015
10/10/18 22:51:53.355,92.90455
10/10/18 22:51:53.391,92.9302
10/10/18 22:51:53.420,93.04145
10/10/18 22:51:53.456,93.03815
10/10/18 22:51:53.486,93.1246
10/10/18 22:51:53.522,93.2038
10/10/18 22:51:53.568,93.29305
10/10/18 22:51:53.587,93.58635
10/10/18 22:51:53.620,92.9081
10/10/18 22:51:53.655,93.35335
10/10/18 22:51:53.690,93.2524
10/10/18 22:51:53.730,92.3754
10/10/18 22:51:53.752,92.3909
10/10/18 22:51:53.786,92.2198
10/10/18 22:51:53.819,93.7025
10/10/18 22:51:53.857,94.08845
10/10/18 22:51:53.890,93.8705
10/10/18 22:51:53.919,93.79365
10/10/18 22:51:53.953,93.36395
10/10/18 22:51:53.987,92.8411
10/10/18 22:51:54.020,92.6771
10/10/18 22:51:54.055,92.7703
10/10/18 22:51:54.093,93.26225
10/10/18 22:51:54.128,93.21925
10/10/18 22:51:54.154,94.68165
10/10/18 22:51:54.187,93.75295
10/10/18 22:51:54.221,93.86185
10/10/18 22:51:54.254,93.7947
10/10/18 22:51:54.289,92.9645
10/10/18 22:51:54.324,92.3226
10/10/18 22:51:54.354,92.8159
10/10/18 22:51:54.388,92.7989
10/10/18 22:51:54.420,92.37435
10/10/18 22:51:54.459,92.93055
10/10/18 22:51:54.488,92.95925
10/10/18 22:51:54.526,94.0014
10/10/18 22:51:54.553,93.1505
10/10/18 22:51:54.587,93.19365
10/10/18 22:51:54.623,93.41265
10/10/18 22:51:54.655,93.0716
10/10/18 22:51:54.687,93.8644
10/10/18 22:51:54.723,93.0277
10/10/18 22:51:54.755,93.00045
10/10/18 22:51:54.790,92.4803
10/10/18 22:51:54.821,92.7043
10/10/18 22:51:54.854,93.13335
10/10/18 22:51:54.887,93.02385
10/10/18 22:51:54.919,93.20705
10/10/18 22:51:54.955,92.6345
10/10/18 22:51:54.988,92.5907
10/10/18 22:51:55.020,92.4939
10/10/18 22:51:55.053,92.9068
10/10/18 22:51:55.092,92.9067
10/10/18 22:51:55.123,92.8999
10/10/18 22:51:55.157,93.40845
10/10/18 22:51:55.189,93.3606
10/10/18 22:51:55.221,92.9285
10/10/18 22:51:55.255,92.9874
10/10/18 22:51:55.288,93.007
10/10/18 22:51:55.321,93.13035
10/10/18 22:51:55.353,93.17505
10/10/18 22:51:55.390,93.228
10/10/18 22:51:55.420,93.2079
10/10/18 22:51:55.453,92.84085
10/10/18 22:51:55.486,93.27695
10/10/18 22:51:55.522,93.38715
10/10/18 22:51:55.554,93.4396
10/10/18 22:51:55.591,93.5379
10/10/18 22:51:55.623,93.5283
10/10/18 22:51:55.658,93.7003
10/10/18 22:51:55.694,93.5566
10/10/18 22:51:55.727,93.98
10/10/18 22:51:55.755,93.12925
10/10/18 22:51:55.793,93.0032
10/10/18 22:51:55.824,93.584
10/10/18 22:51:55.857,93.5513
10/10/18 22:51:55.890,93.3852
10/10/18 22:51:55.924,93.43005
10/10/18 22:51:55.958,93.33335
10/10/18 22:51:55.992,93.72645
10/10/18 22:51:56.029,93.1881
10/10/18 22:51:56.060,93.63925
10/10/18 22:51:56.089,93.6291
10/10/18 22:51:56.125,93.623
10/10/18 22:51:56.155,93.62115
10/10/18 22:51:56.188,93.71475
10/10/18 22:51:56.229,93.89175
10/10/18 22:51:56.266,93.39165
10/10/18 22:51:56.295,93.493
10/10/18 22:51:56.323,93.64545
10/10/18 22:51:56.355,94.14165
10/10/18 22:51:56.389,94.082
10/10/18 22:51:56.423,93.7951
10/10/18 22:51:56.459,93.835
10/10/18 22:51:56.487,93.44775
10/10/18 22:51:56.519,93.5444
10/10/18 22:51:56.553,93.6423
10/10/18 22:51:56.590,93.69785
10/10/18 22:51:56.620,93.67685
10/10/18 22:51:56.700,93.7294
10/10/18 22:51:56.723,93.79805
10/10/18 22:51:56.752,93.66695
10/10/18 22:51:56.791,94.1955
10/10/18 22:51:56.824,93.19975
10/10/18 22:51:56.884,92.6449
10/10/18 22:51:56.900,92.04525
10/10/18 22:51:56.924,92.0254
10/10/18 22:51:56.953,92.05625
10/10/18 22:51:57.015,92.5615
10/10/18 22:51:57.029,92.5539
10/10/18 22:51:57.058,93.03045
10/10/18 22:51:57.093,92.9571
10/10/18 22:51:57.125,93.4375
10/10/18 22:51:57.181,93.44005
10/10/18 22:51:57.194,93.35945
10/10/18 22:51:57.219,92.54845
10/10/18 22:51:57.257,92.20885
10/10/18 22:51:57.292,92.69445
10/10/18 22:51:57.325,92.71035
10/10/18 22:51:57.386,92.8399
10/10/18 22:51:57.424,92.6836
10/10/18 22:51:57.452,92.76315
10/10/18 22:51:57.495,93.1818
10/10/18 22:51:57.524,93.4273
10/10/18 22:51:57.556,92.74155
10/10/18 22:51:57.632,92.9493
10/10/18 22:51:57.662,92.78835
10/10/18 22:51:57.692,92.92115
10/10/18 22:51:57.720,93.0007
10/10/18 22:51:57.785,93.0619
10/10/18 22:51:57.801,93.11145
10/10/18 22:51:57.831,93.05625
10/10/18 22:51:57.858,93.14365
10/10/18 22:51:57.923,93.25425
10/10/18 22:51:57.952,93.42725
10/10/18 22:51:57.986,93.5266
10/10/18 22:51:58.026,93.618
10/10/18 22:51:58.057,93.30985
10/10/18 22:51:58.115,92.89175
10/10/18 22:51:58.132,93.05755
10/10/18 22:51:58.160,93.204
10/10/18 22:51:58.187,92.88725
10/10/18 22:51:58.267,92.65415
10/10/18 22:51:58.294,92.28495
10/10/18 22:51:58.319,92.27495
10/10/18 22:51:58.356,92.198
10/10/18 22:51:58.418,92.0998
10/10/18 22:51:58.432,92.07285
10/10/18 22:51:58.453,92.2515
10/10/18 22:51:58.486,92.68395
10/10/18 22:51:58.521,93.6549
10/10/18 22:51:58.558,93.58295
10/10/18 22:51:58.594,93.0147
10/10/18 22:51:58.621,92.90945
10/10/18 22:51:58.672,92.82315
10/10/18 22:51:58.689,92.68395
10/10/18 22:51:58.723,92.63305
10/10/18 22:51:58.757,92.5836
10/10/18 22:51:58.796,92.611
10/10/18 22:51:58.826,92.61045
10/10/18 22:51:58.854,93.02415
10/10/18 22:51:58.885,92.91675
10/10/18 22:51:58.923,92.88015
10/10/18 22:51:58.972,92.3851
10/10/18 22:51:58.993,92.3533
10/10/18 22:51:59.025,92.3732
10/10/18 22:51:59.051,92.8687
10/10/18 22:51:59.103,92.9147
10/10/18 22:51:59.123,92.9762
10/10/18 22:51:59.152,92.58
10/10/18 22:51:59.187,92.5673
10/10/18 22:51:59.231,92.6617
10/10/18 22:51:59.264,92.72035
10/10/18 22:51:59.296,92.61455
10/10/18 22:51:59.321,92.6041
10/10/18 22:51:59.377,92.5974
10/10/18 22:51:59.392,92.61955
10/10/18 22:51:59.421,93.5522
10/10/18 22:51:59.455,92.45705
10/10/18 22:51:59.487,91.49295
10/10/18 22:51:59.522,93.08695
10/10/18 22:51:59.554,92.5202
10/10/18 22:51:59.590,92.0307
10/10/18 22:51:59.629,92.57495
10/10/18 22:51:59.667,91.32015
10/10/18 22:51:59.690,91.4309
10/10/18 22:51:59.744,92.2751
10/10/18 22:51:59.758,92.51195
10/10/18 22:51:59.790,92.7124
10/10/18 22:51:59.822,92.23085
10/10/18 22:51:59.878,92.25735
10/10/18 22:51:59.893,92.26265
10/10/18 22:51:59.919,91.7058
10/10/18 22:51:59.956,92.9553
10/10/18 22:52:00.006,92.87785
10/10/18 22:52:00.028,92.75915
10/10/18 22:52:00.059,92.6899
10/10/18 22:52:00.087,92.0724
10/10/18 22:52:00.148,92.52165
10/10/18 22:52:00.163,92.49745
10/10/18 22:52:00.197,92.895
10/10/18 22:52:00.223,92.4802
10/10/18 22:52:00.283,92.943
10/10/18 22:52:00.300,92.8677
10/10/18 22:52:00.324,92.78295
10/10/18 22:52:00.355,92.2616
10/10/18 22:52:00.389,92.265
10/10/18 22:52:00.419,92.21805
10/10/18 22:52:00.471,92.12845
10/10/18 22:52:00.495,92.12275
10/10/18 22:52:00.524,92.4136
10/10/18 22:52:00.554,91.94425
10/10/18 22:52:00.618,92.4129
10/10/18 22:52:00.631,92.4274
10/10/18 22:52:00.661,92.4157
10/10/18 22:52:00.687,92.3709
10/10/18 22:52:00.750,91.8203
10/10/18 22:52:00.767,91.8049
10/10/18 22:52:00.790,91.7243
10/10/18 22:52:00.823,91.84595
10/10/18 22:52:00.856,92.27495
10/10/18 22:52:00.890,91.8108
10/10/18 22:52:00.959,91.8273
10/10/18 22:52:00.988,91.94795
