Format (See below)
PicIndex,31,32,35,36,37,38,19,20,41,42,61,62,59,60,53,54,5,4,3,PupilDiameter,Illuminance,ENS,ES,IRSD,MNS,MW,Depth
1,1.546952E-002,1.713273E-002,9.723470E-003,1.016123E-002,-2.119138E-002,2.311860E-002,7.501341E-003,8.508168E-003,2.369606E-002,2.407688E-002,2.501751E-002,2.572522E-002,7.449753E-002,7.450464E-002,2.780324E-002,-2.705764E-002,3.571462E-002,1.446719E-002,2.124743E-002,1,1.546952E-002,1.713273E-002,9.723470E-003,1.016123E-002,-2.119138E-002,2.311860E-002,7.501341E-003,8.508168E-003,2.369606E-002,2.407688E-002,2.501751E-002,2.572522E-002,7.449753E-002,7.450464E-002,2.780324E-002,-2.705764E-002,3.571462E-002,1.446719E-002,2.124743E-002,;(off,off);,86.36085,4.73132095066831E-05,6.60736550344154E-05,8.30875796964392E-06,2.32853690249613E-05,5.35750768904109E-05,8.040E-001

1,1.640895E-002,1.778666E-002,9.803668E-003,1.024164E-002,-2.194020E-002,2.354439E-002,7.333875E-003,8.517668E-003,2.365264E-002,2.415606E-002,2.502503E-002,2.581153E-002,7.477309E-002,7.486142E-002,2.756707E-002,-2.673360E-002,3.615120E-002,1.447156E-002,2.167964E-002,1,1.640895E-002,1.778666E-002,9.803668E-003,1.024164E-002,-2.194020E-002,2.354439E-002,7.333875E-003,8.517668E-003,2.365264E-002,2.415606E-002,2.502503E-002,2.581153E-002,7.477309E-002,7.486142E-002,2.756707E-002,-2.673360E-002,3.615120E-002,1.447156E-002,2.167964E-002,;(off,off);,86.5652,4.72343599540181E-05,6.61504309391603E-05,8.318034815602E-06,2.32874117500614E-05,5.3028004913358E-05,8.051E-001

1,1.621177E-002,1.749391E-002,9.798802E-003,1.021959E-002,-2.181401E-002,2.335220E-002,7.421590E-003,8.573592E-003,2.361693E-002,2.422302E-002,2.507117E-002,2.588458E-002,7.432995E-002,7.491557E-002,2.699698E-002,-2.669975E-002,3.520099E-002,1.450301E-002,2.069798E-002,1,1.621177E-002,1.749391E-002,9.798802E-003,1.021959E-002,-2.181401E-002,2.335220E-002,7.421590E-003,8.573592E-003,2.361693E-002,2.422302E-002,2.507117E-002,2.588458E-002,7.432995E-002,7.491557E-002,2.699698E-002,-2.669975E-002,3.520099E-002,1.450301E-002,2.069798E-002,;(off,off);,86.33925,4.72494139103219E-05,6.61336962366477E-05,8.37264815345407E-06,2.32832135225181E-05,5.24382121511735E-05,8.045E-001

1,1.597209E-002,1.725332E-002,9.785950E-003,1.007814E-002,-2.165467E-002,2.305260E-002,7.486254E-003,8.208074E-003,2.381609E-002,2.418208E-002,2.513659E-002,2.562355E-002,7.472456E-002,7.546136E-002,2.610441E-002,-2.612582E-002,3.551296E-002,1.463503E-002,2.087793E-002,1,1.597209E-002,1.725332E-002,9.785950E-003,1.007814E-002,-2.165467E-002,2.305260E-002,7.486254E-003,8.208074E-003,2.381609E-002,2.418208E-002,2.513659E-002,2.562355E-002,7.472456E-002,7.546136E-002,2.610441E-002,-2.612582E-002,3.551296E-002,1.463503E-002,2.087793E-002,;(off,off);,85.8173,4.73668333142996E-05,6.60791411064565E-05,8.01569694885984E-06,2.34097460634075E-05,5.10060926899314E-05,8.046E-001

1,1.561251E-002,1.733999E-002,9.774528E-003,1.019533E-002,-2.134513E-002,2.327142E-002,7.705212E-003,8.533746E-003,2.399281E-002,2.420694E-002,2.529698E-002,2.582638E-002,7.551797E-002,7.512712E-002,2.680875E-002,-2.649263E-002,3.627907E-002,1.453432E-002,2.174476E-002,1,1.561251E-002,1.733999E-002,9.774528E-003,1.019533E-002,-2.134513E-002,2.327142E-002,7.705212E-003,8.533746E-003,2.399281E-002,2.420694E-002,2.529698E-002,2.582638E-002,7.551797E-002,7.512712E-002,2.680875E-002,-2.649263E-002,3.627907E-002,1.453432E-002,2.174476E-002,;(off,off);,86.21385,4.74878615932539E-05,6.61020894767717E-05,8.33373633213341E-06,2.33374084928073E-05,5.20521280122921E-05,8.062E-001

1,1.551490E-002,1.738355E-002,9.699427E-003,1.020513E-002,-2.116504E-002,2.332457E-002,7.361338E-003,8.533880E-003,2.399190E-002,2.425257E-002,2.514444E-002,2.583462E-002,7.604995E-002,7.551765E-002,2.678967E-002,-2.685546E-002,3.703702E-002,1.449934E-002,2.253768E-002,1,1.551490E-002,1.738355E-002,9.699427E-003,1.020513E-002,-2.116504E-002,2.332457E-002,7.361338E-003,8.533880E-003,2.399190E-002,2.425257E-002,2.514444E-002,2.583462E-002,7.604995E-002,7.551765E-002,2.678967E-002,-2.685546E-002,3.703702E-002,1.449934E-002,2.253768E-002,;(off,off);,86.4016,4.7357829316752E-05,6.60854057059623E-05,8.33386729937047E-06,2.3320544642047E-05,5.23878188687377E-05,8.067E-001

1,1.617586E-002,1.741350E-002,9.775348E-003,1.017261E-002,-2.176838E-002,2.325156E-002,7.304020E-003,8.453146E-003,2.396284E-002,2.427562E-002,2.512063E-002,2.581601E-002,7.607237E-002,7.577140E-002,2.731386E-002,-2.681192E-002,3.719141E-002,1.449952E-002,2.269189E-002,1,1.617586E-002,1.741350E-002,9.775348E-003,1.017261E-002,-2.176838E-002,2.325156E-002,7.304020E-003,8.453146E-003,2.396284E-002,2.427562E-002,2.512063E-002,2.581601E-002,7.607237E-002,7.577140E-002,2.731386E-002,-2.681192E-002,3.719141E-002,1.449952E-002,2.269189E-002,;(off,off);,86.59485,4.7333312977571E-05,6.61123776808381E-05,8.25502502266318E-06,2.33323662541807E-05,5.28572090843227E-05,8.073E-001

1,1.607598E-002,1.742537E-002,9.732001E-003,1.016425E-002,-2.163447E-002,2.326020E-002,7.134482E-003,8.411057E-003,2.376021E-002,2.425829E-002,2.497513E-002,2.577407E-002,7.560242E-002,7.563360E-002,2.723547E-002,-2.654694E-002,3.674742E-002,1.454290E-002,2.220452E-002,1,1.607598E-002,1.742537E-002,9.732001E-003,1.016425E-002,-2.163447E-002,2.326020E-002,7.134482E-003,8.411057E-003,2.376021E-002,2.425829E-002,2.497513E-002,2.577407E-002,7.560242E-002,7.563360E-002,2.723547E-002,-2.654694E-002,3.674742E-002,1.454290E-002,2.220452E-002,;(off,off);,86.17255,4.72317769890651E-05,6.60971709294245E-05,8.21392313810065E-06,2.33624468819471E-05,5.2521878387779E-05,8.080E-001

1,1.570057E-002,1.754053E-002,9.644344E-003,1.020980E-002,-2.121644E-002,2.342004E-002,6.932802E-003,8.479550E-003,2.377750E-002,2.429898E-002,2.486166E-002,2.582977E-002,7.552402E-002,7.562043E-002,2.718993E-002,-2.702220E-002,3.652811E-002,1.445069E-002,2.207743E-002,1,1.570057E-002,1.754053E-002,9.644344E-003,1.020980E-002,-2.121644E-002,2.342004E-002,6.932802E-003,8.479550E-003,2.377750E-002,2.429898E-002,2.486166E-002,2.582977E-002,7.552402E-002,7.562043E-002,2.718993E-002,-2.702220E-002,3.652811E-002,1.445069E-002,2.207743E-002,;(off,off);,85.98485,4.71056118840352E-05,6.60811929265037E-05,8.28081101644784E-06,2.32688453252194E-05,5.29415337950923E-05,8.087E-001

1,1.609857E-002,1.722167E-002,9.704366E-003,1.011905E-002,-2.163852E-002,2.308270E-002,6.940342E-003,8.357815E-003,2.355947E-002,2.412236E-002,2.480636E-002,2.568039E-002,7.472785E-002,7.504674E-002,2.704528E-002,-2.638597E-002,3.595702E-002,1.451217E-002,2.144485E-002,1,1.609857E-002,1.722167E-002,9.704366E-003,1.011905E-002,-2.163852E-002,2.308270E-002,6.940342E-003,8.357815E-003,2.355947E-002,2.412236E-002,2.480636E-002,2.568039E-002,7.472785E-002,7.504674E-002,2.704528E-002,-2.638597E-002,3.595702E-002,1.451217E-002,2.144485E-002,;(off,off);,85.6018,4.7045890823938E-05,6.60756340948865E-05,8.1619291449897E-06,2.33051159739261E-05,5.21789552294649E-05,8.089E-001

1,1.618766E-002,1.767977E-002,9.742483E-003,1.022443E-002,-2.170238E-002,2.347968E-002,7.141411E-003,8.495122E-003,2.369288E-002,2.420254E-002,2.496175E-002,2.581977E-002,7.520110E-002,7.529567E-002,2.703308E-002,-2.662766E-002,3.676747E-002,1.445632E-002,2.231115E-002,1,1.618766E-002,1.767977E-002,9.742483E-003,1.022443E-002,-2.170238E-002,2.347968E-002,7.141411E-003,8.495122E-003,2.369288E-002,2.420254E-002,2.496175E-002,2.581977E-002,7.520110E-002,7.529567E-002,2.703308E-002,-2.662766E-002,3.676747E-002,1.445632E-002,2.231115E-002,;(off,off);,85.7412,4.71726452815346E-05,6.61236699670553E-05,8.29601776786149E-06,2.32700913329609E-05,5.24030619999394E-05,8.090E-001

1,1.557323E-002,1.714619E-002,9.654701E-003,1.016074E-002,-2.117614E-002,2.312686E-002,7.042751E-003,8.499712E-003,2.383732E-002,2.441260E-002,2.491981E-002,2.589978E-002,7.591022E-002,7.618726E-002,2.704561E-002,-2.632662E-002,3.693246E-002,1.459686E-002,2.233561E-002,1,1.557323E-002,1.714619E-002,9.654701E-003,1.016074E-002,-2.117614E-002,2.312686E-002,7.042751E-003,8.499712E-003,2.383732E-002,2.441260E-002,2.491981E-002,2.589978E-002,7.591022E-002,7.618726E-002,2.704561E-002,-2.632662E-002,3.693246E-002,1.459686E-002,2.233561E-002,;(off,off);,85.4648,4.72424799227156E-05,6.60607329336926E-05,8.30049975775182E-06,2.34134604397696E-05,5.21213187312242E-05,8.099E-001

1,1.593598E-002,1.775927E-002,9.697475E-003,1.025724E-002,-2.144015E-002,2.358947E-002,7.083498E-003,8.548580E-003,2.382470E-002,2.433362E-002,2.495795E-002,2.589670E-002,7.549584E-002,7.578128E-002,2.706333E-002,-2.708309E-002,3.717240E-002,1.437815E-002,2.279424E-002,1,1.593598E-002,1.775927E-002,9.697475E-003,1.025724E-002,-2.144015E-002,2.358947E-002,7.083498E-003,8.548580E-003,2.382470E-002,2.433362E-002,2.495795E-002,2.589670E-002,7.549584E-002,7.578128E-002,2.706333E-002,-2.708309E-002,3.717240E-002,1.437815E-002,2.279424E-002,;(off,off);,85.302,4.71670209662989E-05,6.61168014630675E-05,8.34822276374325E-06,2.32079546549357E-05,5.28773525729775E-05,8.096E-001

1,1.584202E-002,1.756444E-002,9.703442E-003,1.022417E-002,-2.139899E-002,2.343601E-002,7.164113E-003,8.527882E-003,2.399226E-002,2.442586E-002,2.505089E-002,2.595349E-002,7.672488E-002,7.658894E-002,2.716368E-002,-2.629196E-002,3.846024E-002,1.456367E-002,2.389657E-002,1,1.584202E-002,1.756444E-002,9.703442E-003,1.022417E-002,-2.139899E-002,2.343601E-002,7.164113E-003,8.527882E-003,2.399226E-002,2.442586E-002,2.505089E-002,2.595349E-002,7.672488E-002,7.658894E-002,2.716368E-002,-2.629196E-002,3.846024E-002,1.456367E-002,2.389657E-002,;(off,off);,85.1692,4.73578074888792E-05,6.61033700453117E-05,8.32801015349105E-06,2.34095477935625E-05,5.22027694387361E-05,8.105E-001

