Illumination from Kinect Camera
DateTime,Illumination
10/10/18 22:57:03.461,92.82685
10/10/18 22:57:03.488,92.4352
10/10/18 22:57:03.521,92.7914
10/10/18 22:57:03.553,92.4281
10/10/18 22:57:03.606,92.48595
10/10/18 22:57:03.628,92.5051
10/10/18 22:57:03.654,92.5028
10/10/18 22:57:03.686,92.5873
10/10/18 22:57:03.721,92.26515
10/10/18 22:57:03.756,92.557
10/10/18 22:57:03.789,92.9419
10/10/18 22:57:03.821,92.5751
10/10/18 22:57:03.854,92.48195
10/10/18 22:57:03.888,92.52235
10/10/18 22:57:03.921,92.4798
10/10/18 22:57:03.953,92.5359
10/10/18 22:57:03.987,92.471
10/10/18 22:57:04.022,92.1595
10/10/18 22:57:04.054,93.3059
10/10/18 22:57:04.086,92.5871
10/10/18 22:57:04.120,92.21945
10/10/18 22:57:04.152,92.6064
10/10/18 22:57:04.186,92.78775
10/10/18 22:57:04.220,92.767
10/10/18 22:57:04.254,92.4676
10/10/18 22:57:04.287,92.1245
10/10/18 22:57:04.321,91.91375
10/10/18 22:57:04.356,91.9379
10/10/18 22:57:04.387,91.9071
10/10/18 22:57:04.420,92.25995
10/10/18 22:57:04.455,93.04755
10/10/18 22:57:04.487,92.14255
10/10/18 22:57:04.551,92.1005
10/10/18 22:57:04.569,92.04995
10/10/18 22:57:04.592,92.01665
10/10/18 22:57:04.620,92.0474
10/10/18 22:57:04.655,91.59935
10/10/18 22:57:04.698,92.2389
10/10/18 22:57:04.722,92.1528
10/10/18 22:57:04.758,92.2443
10/10/18 22:57:04.788,92.31705
10/10/18 22:57:04.820,92.409
10/10/18 22:57:04.855,92.5963
10/10/18 22:57:04.888,93.3371
10/10/18 22:57:04.923,93.27345
10/10/18 22:57:04.955,93.5291
10/10/18 22:57:04.988,93.50515
10/10/18 22:57:05.021,93.15385
10/10/18 22:57:05.054,93.39855
10/10/18 22:57:05.090,92.918
10/10/18 22:57:05.122,93.7366
10/10/18 22:57:05.154,93.38065
10/10/18 22:57:05.187,93.23105
10/10/18 22:57:05.220,93.1632
10/10/18 22:57:05.253,93.0854
10/10/18 22:57:05.290,93.0292
10/10/18 22:57:05.322,92.8657
10/10/18 22:57:05.355,92.8178
10/10/18 22:57:05.388,93.96645
10/10/18 22:57:05.422,92.7639
10/10/18 22:57:05.454,92.8767
10/10/18 22:57:05.486,93.1702
10/10/18 22:57:05.521,92.95285
10/10/18 22:57:05.554,92.66515
10/10/18 22:57:05.596,92.68515
10/10/18 22:57:05.627,92.9086
10/10/18 22:57:05.654,92.7206
10/10/18 22:57:05.686,92.84695
10/10/18 22:57:05.720,92.6437
10/10/18 22:57:05.755,92.8493
10/10/18 22:57:05.788,93.23215
10/10/18 22:57:05.820,92.4679
10/10/18 22:57:05.853,92.7345
10/10/18 22:57:05.887,93.317
10/10/18 22:57:05.920,93.28465
10/10/18 22:57:05.955,93.5057
10/10/18 22:57:05.988,93.11875
10/10/18 22:57:06.021,93.09355
10/10/18 22:57:06.054,92.6778
10/10/18 22:57:06.087,92.3113
10/10/18 22:57:06.121,92.6167
10/10/18 22:57:06.154,93.259
